Chemical Name	Chemical ID	CAS RN	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
forsythiaside	C058049		COVID-19	MESH:D000086382		TNF	4,01	1
Fructosamine	D019270	4429-04-3	COVID-19	MESH:D000086382		TNF	4,01	1
ginkgolic acid	C112485	22910-60-7	COVID-19	MESH:D000086382		AGT	4,01	1
Heparitin Sulfate	D006497	9050-30-0	COVID-19	MESH:D000086382		CXCL10	4,01	1
kamebakaurin	C047382	73981-34-7	COVID-19	MESH:D000086382		TNF	4,01	1
Lomustine	D008130	13010-47-4	COVID-19	MESH:D000086382		ACE2	4,01	15
marbofloxacin	C080260		COVID-19	MESH:D000086382		TNF	4,01	1
NCX 6560	C524539		COVID-19	MESH:D000086382		TNF	4,01	1
Pentanoic Acids	D010421		COVID-19	MESH:D000086382		TNF	4,01	1
PIK 75	C549211		COVID-19	MESH:D000086382		TNF	4,01	1
Pregnenolone Carbonitrile	D011285	1434-54-4	COVID-19	MESH:D000086382		CCL2|CRP|IL1B|IL6|TNF	4,01	5
Ro 31-8425	C071924	131848-97-0	COVID-19	MESH:D000086382		TNF	4,01	1
Silicic Acid	D012824	1343-98-2	COVID-19	MESH:D000086382		TNF	4,01	1
tauromuricholic acid	C037351	25696-60-0	COVID-19	MESH:D000086382		IL10	4,01	2
Trans Fatty Acids	D044242		COVID-19	MESH:D000086382		HCK|TMPRSS2	4,01	4
2-(2-aminoethyl)pyridine	C006183	2706-56-1	COVID-19	MESH:D000086382		IL6	4,00	4
Fedratinib	C528327		COVID-19	MESH:D000086382		IL6	4,00	4
Gestodene	C033273	60282-87-3	COVID-19	MESH:D000086382		CRP	4,00	1
LGM2605	C000630836		COVID-19	MESH:D000086382		IL6	4,00	4
mineral acids, trace elements, water, drug combination	C099452		COVID-19	MESH:D000086382		IL6	4,00	4
salicylsalicylic acid	C014182		COVID-19	MESH:D000086382		IL6	4,00	4
SU 9516	C433985		COVID-19	MESH:D000086382		IL6	4,00	4
Enoxaparin	D017984		COVID-19	MESH:D000086382		CRP	3,99	1
Xylazine	D014991	7361-61-7	COVID-19	MESH:D000086382		AGT	3,99	1
24,25-epoxycholesterol	C028358	68138-65-8	COVID-19	MESH:D000086382		CXCL8	3,98	1
8-(4-chloro-phenylthio)-2'-O-methyladenosine-3'-5'-cyclic monophosphate	C473217		COVID-19	MESH:D000086382		CXCL8	3,98	1
benzyl benzoate	C006723	120-51-4	COVID-19	MESH:D000086382		CXCL8	3,98	1
GSK-J4	C000593030		COVID-19	MESH:D000086382		CXCL10|CXCL8|IL10|IL2|IL2RA|TNF	3,98	3
Iproniazid	D007490	54-92-2	COVID-19	MESH:D000086382		CXCL8	3,98	1
methoxyacetic acid	C013598	625-45-6	COVID-19	MESH:D000086382		CCL2|IL6	3,98	5
methyl(acetoxymethyl)nitrosamine	C014659	56856-83-8	COVID-19	MESH:D000086382		CXCL8	3,98	1
N-(2-(3,4-Dichlorphenyl)ethyl)-N,N',N'-trimethyl-1,2-ethandiamin	C097963		COVID-19	MESH:D000086382		CCL2	3,98	1
N-methyl-4-aminophenol	C014112		COVID-19	MESH:D000086382		CXCL8	3,98	1
Mirex	D008917	2385-85-5	COVID-19	MESH:D000086382		CSF3	3,97	1
1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole	C090859	162054-19-5	COVID-19	MESH:D000086382		IL1B	3,96	1
3,4,5-trihydroxy-N-(4-(thiazol-2-ylsulfamoyl)-phenyl)-benzamide	C000594958		COVID-19	MESH:D000086382		IL1B	3,96	1
4-(4-(3-hydroxyphenyl)-3-(4-methylphenyl)-6-oxo-1H,4H,5H,6H-pyrrolo(3,4-c)pyrazol-5-yl)benzoic acid	C583126		COVID-19	MESH:D000086382		IL1B	3,96	1
benzo(e)pyrene	C026487	192-97-2	COVID-19	MESH:D000086382		BTK	3,96	1
copper bis(3,5-diisopropylsalicylate)	C030865	21246-18-4	COVID-19	MESH:D000086382		IL1B	3,96	1
dimethyl sulfone	C025910	67-71-0	COVID-19	MESH:D000086382		IL1B	3,96	1
FEC protocol	C052498		COVID-19	MESH:D000086382		IL2	3,96	1
hexadecafluoro-nonanoic acid	C018959	76-21-1	COVID-19	MESH:D000086382		IL1B	3,96	1
1-aminopyrene	C004482	1606-67-3	COVID-19	MESH:D000086382		CXCL8	3,95	1
2-aminophenol	C027667	95-55-6	COVID-19	MESH:D000086382		CXCL8	3,95	1
8-Hydroxy-2'-Deoxyguanosine	D000080242	88847-89-6	COVID-19	MESH:D000086382		AGT	3,95	1
benzo(c)phenanthrene	C002615	195-19-7	COVID-19	MESH:D000086382		CXCL8	3,95	1
N-acetyl-4-benzoquinoneimine	C028473	50700-49-7	COVID-19	MESH:D000086382		TMPRSS2	3,95	3
repaglinide	C072379		COVID-19	MESH:D000086382		CXCL8	3,95	1
4-ethylnaphthalen-1-yl-(1-pentylindol-3-yl)methanone	C582338		COVID-19	MESH:D000086382		TNF	3,94	1
8-(4-methoxyphenyl)-4-oxo-4,6,7,8-tetrahydroimidazo(2,1-c)(1,2,4)triazine-3-carbohydrazide	C570019		COVID-19	MESH:D000086382		TNF	3,94	1
almond oil	C068582		COVID-19	MESH:D000086382		TNF	3,94	1
astringin	C121481		COVID-19	MESH:D000086382		IL6	3,94	4
aza-(6)-gingerol	C562236		COVID-19	MESH:D000086382		TNF	3,94	1
butralin	C006852	33629-47-9	COVID-19	MESH:D000086382		CCL2	3,94	1
bu-zhong-yi-qi-tang	C402943		COVID-19	MESH:D000086382		TNF	3,94	1
BV6 peptide	C582180		COVID-19	MESH:D000086382		TNF	3,94	1
centipedic acid	C531023		COVID-19	MESH:D000086382		TNF	3,94	1
cloricromen	C025945		COVID-19	MESH:D000086382		TNF	3,94	1
corilagin	C049096	23094-69-1	COVID-19	MESH:D000086382		TNF	3,94	1
fluor-edenite	C492470		COVID-19	MESH:D000086382		IL6	3,94	4
fluoxastrobin	C550006		COVID-19	MESH:D000086382		CCL2	3,94	1
GSK2193874	C000628859		COVID-19	MESH:D000086382		IL6	3,94	4
heme arginate	C048849	100438-92-4	COVID-19	MESH:D000086382		CCL2	3,94	1
Houttuynia cordata extract	C442781		COVID-19	MESH:D000086382		TNF	3,94	1
Lentinan	D007912	37339-90-5	COVID-19	MESH:D000086382		TNF	3,94	1
levistolide A	C523615		COVID-19	MESH:D000086382		IL6	3,94	4
mansonone G	C586321		COVID-19	MESH:D000086382		TNF	3,94	1
mastoparan	C037500	72093-21-1	COVID-19	MESH:D000086382		IL6	3,94	4
Norethindrone Acetate	D000077563	38673-38-0	COVID-19	MESH:D000086382		CRP	3,94	1
nylestriol	C010722		COVID-19	MESH:D000086382		IL6	3,94	4
Oseltamivir	D053139		COVID-19	MESH:D000086382		IL6	3,94	4
Phosmet	D010706	732-11-6	COVID-19	MESH:D000086382		TNF	3,94	1
rossicaside B	C547390		COVID-19	MESH:D000086382		TNF	3,94	1
Thimerosal	D013849	54-64-8	COVID-19	MESH:D000086382		CXCL8|IL6|TNF|UGCG	3,94	6
Thymic Factor, Circulating	D013935	78922-62-0	COVID-19	MESH:D000086382		IL6	3,94	4
Vaticanol B	C522219		COVID-19	MESH:D000086382		TNF	3,94	1
very low density lipoprotein triglyceride	C030106		COVID-19	MESH:D000086382		TNF	3,94	1
ZK 216348	C481822		COVID-19	MESH:D000086382		TNF	3,94	1
glyphosate	C010974	1071-83-6	COVID-19	MESH:D000086382		AGT|IL10|IL1B|IL6|TNF	3,93	6
Hydrazines	D006834		COVID-19	MESH:D000086382		AGT	3,93	1
gedunin	C106014	2753-30-2	COVID-19	MESH:D000086382		TMPRSS2	3,92	3
5,5-dimethyl-3-(3-fluorophenyl)-4-(4-methylsulfonyl)phenyl-2(5H)-furanone	C106876		COVID-19	MESH:D000086382		IL1B	3,91	1
6-nitrochrysene	C035986	7496-02-8	COVID-19	MESH:D000086382		CXCL8	3,91	1
biphenylylacetic acid	C012776	51317-25-0	COVID-19	MESH:D000086382		IL1B	3,91	1
clobenpropit	C086108		COVID-19	MESH:D000086382		CCL2	3,91	1
Desogestrel	D017135	54024-22-5	COVID-19	MESH:D000086382		CRP	3,91	1
imperatorin	C031534	482-44-0	COVID-19	MESH:D000086382		AGT	3,91	1
Maleic Anhydrides	D008299		COVID-19	MESH:D000086382		IL10	3,91	2
moxestrol	C011310		COVID-19	MESH:D000086382		IL1B	3,91	1
Peanut Oil	D000074241		COVID-19	MESH:D000086382		IL1B	3,91	1
stannous mesoporphyrin	C518404		COVID-19	MESH:D000086382		CCL2	3,91	1
Thiabendazole	D013827	148-79-8	COVID-19	MESH:D000086382		AGT|IL1B	3,91	2
trametinib	C560077		COVID-19	MESH:D000086382		CXCL10	3,91	1
trimethyloxamine	C005855	1184-78-7	COVID-19	MESH:D000086382		CXCL8	3,91	1
Pyrazoles	D011720		COVID-19	MESH:D000086382		IL2	3,90	1
pyrene	C030984	129-00-0	COVID-19	MESH:D000086382		CXCL8|TNF	3,90	2
Rapeseed Oil	D000074262		COVID-19	MESH:D000086382		HCK	3,90	1
3-hydroxy-4-prenyl-5-methoxystilbene-2-carboxylic acid	C549543		COVID-19	MESH:D000086382		ACE2	3,89	15
4-cresol sulfate	C408690		COVID-19	MESH:D000086382		IL10	3,89	2
dichlobanil	C055869	1194-65-6	COVID-19	MESH:D000086382		IL6	3,89	4
N'-(11H-indolo(3,2-c)quinolin-6-yl)-N,N-dimethylethane-1,2-diamine	C524250		COVID-19	MESH:D000086382		IL6	3,89	4
trichostatin A	C012589	58880-19-6	COVID-19	MESH:D000086382		BSG|CXCL8|HCK|IL1B|IL2|IL2RA|IL6|TMEM106B|TMPRSS2|TNF|UGCG	3,89	12
chromium trioxide	C028801	1333-82-0	COVID-19	MESH:D000086382		CXCL8	3,88	1
HhAntag691	C538724		COVID-19	MESH:D000086382		AGT	3,88	1
12-acetoxyhawtriwaic acid lactone	C513234		COVID-19	MESH:D000086382		TNF	3,87	1
1-oleoyl-2-acetoyl-sn-glycerol	C520323		COVID-19	MESH:D000086382		TNF	3,87	1
3-((4-(4-chlorophenyl)piperazin-1-yl)methyl)-1H-pyrrolo(2,3-b)pyridine	C099630		COVID-19	MESH:D000086382		TNF	3,87	1
4-cyclohexylmethoxy-5-nitrosopyrimidine-2,6-diamine	C475622		COVID-19	MESH:D000086382		TNF	3,87	1
4-hydroxy-3-(4-(2-hydroxyphenyl)phenyl)-6-oxo-7H-thieno(2,3-b)pyridine-5-carbonitrile	C512408		COVID-19	MESH:D000086382		TNF	3,87	1
(5-formylfuran-2-yl)methyl 4-hydroxy-2-methylenebutanoate	C575152		COVID-19	MESH:D000086382		TNF	3,87	1
6-(4-fluorophenyl)-2,3-dihydro-5-(4-pyridinyl)imidazo(2,1-b)thiazole	C052026		COVID-19	MESH:D000086382		TNF	3,87	1
7,8-diacetoxy-4-methylthiocoumarin	C540361		COVID-19	MESH:D000086382		TNF	3,87	1
beta-lapachone	C014638	4707-32-8	COVID-19	MESH:D000086382		TNF	3,87	1
Carboplatin	D016190	41575-94-4	COVID-19	MESH:D000086382		IL6|TNF	3,87	5
CDRI 85-287	C066624	130064-18-5	COVID-19	MESH:D000086382		TNF	3,87	1
clothianidin	C480342		COVID-19	MESH:D000086382		HCK|TNF	3,87	2
Dextrans	D003911	9004-54-0	COVID-19	MESH:D000086382		IL10	3,87	2
Enterotoxins	D004768		COVID-19	MESH:D000086382		TNF	3,87	1
hydroxygenkwanin	C051414	20243-59-8	COVID-19	MESH:D000086382		TNF	3,87	1
irigenin	C509874		COVID-19	MESH:D000086382		TNF	3,87	1
Mevinphos	D008799	7786-34-7	COVID-19	MESH:D000086382		IL2	3,87	1
N-(4-hydroxyphenyl)arachidonylamide	C107594		COVID-19	MESH:D000086382		TNF	3,87	1
Naphthyridines	D009287		COVID-19	MESH:D000086382		TNF	3,87	1
Olopatadine Hydrochloride	D000069605		COVID-19	MESH:D000086382		TNF	3,87	1
sargahydroquinoic acid	C528847		COVID-19	MESH:D000086382		TNF	3,87	1
silicon carbide	C022088	409-21-2	COVID-19	MESH:D000086382		TNF	3,87	1
3-(formylhydroxyamino)-2-(3-phenyl-1-propyl)butanoic acid (2,2-dimethyl-1-methylcarbamoyl-1-propyl)amide	C555398		COVID-19	MESH:D000086382		IL1B	3,86	1
Cytidine	D003562	65-46-3	COVID-19	MESH:D000086382		IL1B	3,86	1
FR 180204	C505241		COVID-19	MESH:D000086382		IL1B	3,86	1
glycolic acid	C031149	79-14-1	COVID-19	MESH:D000086382		IL1B	3,86	1
isoangustone A	C551631		COVID-19	MESH:D000086382		CCL2	3,86	1
Oxalic Acid	D019815	144-62-7	COVID-19	MESH:D000086382		CCL2	3,86	1
Peroxides	D010545		COVID-19	MESH:D000086382		IL1B	3,86	1
Piperidines	D010880		COVID-19	MESH:D000086382		CCL2	3,86	1
SR 140333	C085215	153050-21-6	COVID-19	MESH:D000086382		IL1B	3,86	1
Vanadium Compounds	D017968		COVID-19	MESH:D000086382		IL1B	3,86	1
benidipine	C061004	105979-17-7	COVID-19	MESH:D000086382		AGT	3,85	1
Cholesterol, LDL	D008078		COVID-19	MESH:D000086382		AGT	3,85	1
Cilazapril	D017315	92077-78-6	COVID-19	MESH:D000086382		AGT	3,85	1
diisopropanolnitrosamine	C012457		COVID-19	MESH:D000086382		IL2	3,85	1
Ticlopidine	D013988	55142-85-3	COVID-19	MESH:D000086382		TMPRSS2	3,85	3
ammonium metavanadate	C101036	7803-55-6	COVID-19	MESH:D000086382		IL6	3,84	4
BP-1-102	C000595192		COVID-19	MESH:D000086382		IL6	3,84	4
Carcinogens	D002273		COVID-19	MESH:D000086382		BSG	3,84	1
chrysoeriol	C007054		COVID-19	MESH:D000086382		IL6	3,84	4
Coumestrol	D003375	479-13-0	COVID-19	MESH:D000086382		BSG|IL2|IL6|TMEM106B|TNF	3,84	7
Diuron	D004237	330-54-1	COVID-19	MESH:D000086382		AGT|BSG|CSF3|IL6|TNF	3,84	7
gamma-oryzanol	C013172	11042-64-1	COVID-19	MESH:D000086382		IL6	3,84	4
lornoxicam	C059451	70374-39-9	COVID-19	MESH:D000086382		IL6	3,84	4
neohesperidin dihydrochalcone	C013613	20702-77-6	COVID-19	MESH:D000086382		IL6	3,84	4
3-iodo-2-propynylbutylcarbamate	C106572	55406-53-6	COVID-19	MESH:D000086382		CCL2	3,83	1
cannabidiol hydroxyquinone	C073718	137252-25-6	COVID-19	MESH:D000086382		CCL2	3,83	1
dazomet	C012864	533-74-4	COVID-19	MESH:D000086382		CCL2	3,83	1
FTI 277	C096856		COVID-19	MESH:D000086382		CCL2	3,83	1
N-benzyloxycarbonylprolylprolinal	C038541	86925-97-5	COVID-19	MESH:D000086382		AGT	3,83	1
Plicamycin	D008926	18378-89-7	COVID-19	MESH:D000086382		AGT	3,83	1
tcdA protein, Clostridium difficile	C041348		COVID-19	MESH:D000086382		CCL2	3,83	1
2-(2-cresyl)-4H-1-3-2-benzodioxaphosphorin-2-oxide	C000516	1222-87-3	COVID-19	MESH:D000086382		IL1B	3,82	1
2,5-dimethyl-4-benzoquinone	C020617	137-18-8	COVID-19	MESH:D000086382		IL1B	3,82	1
alpidem	C052036	82626-01-5	COVID-19	MESH:D000086382		CXCL8	3,82	1
latrunculin A	C037067	76343-93-6	COVID-19	MESH:D000086382		IL1B	3,82	1
Nadolol	D009248	42200-33-9	COVID-19	MESH:D000086382		IL10	3,82	2
palbinone	C080910	139954-00-0	COVID-19	MESH:D000086382		IL1B	3,82	1
Sialic Acids	D012794		COVID-19	MESH:D000086382		IL1B	3,82	1
Terpenes	D013729		COVID-19	MESH:D000086382		IL1B	3,82	1
2,2-dichloroacetyl chloride	C053063	79-36-7	COVID-19	MESH:D000086382		TNF	3,81	1
aluminum nitrate	C050609	13473-90-0	COVID-19	MESH:D000086382		TNF	3,81	1
ammonium perchlorate	C053506	7790-98-9	COVID-19	MESH:D000086382		TNF	3,81	1
benzylideneacetone	C025383	122-57-6	COVID-19	MESH:D000086382		TNF	3,81	1
dapoxetine	C080598	119356-77-3	COVID-19	MESH:D000086382		TNF	3,81	1
Doxazosin	D017292	74191-85-8	COVID-19	MESH:D000086382		CRP	3,81	1
GANT 61	C551027		COVID-19	MESH:D000086382		AGT	3,81	1
GW280264X	C492546		COVID-19	MESH:D000086382		TNF	3,81	1
Ibandronic Acid	D000077557	114084-78-5	COVID-19	MESH:D000086382		TNF	3,81	1
lucidone	C529637		COVID-19	MESH:D000086382		TNF	3,81	1
monomethyl phthalate	C517284		COVID-19	MESH:D000086382		BSG|BTK|CRP	3,81	3
O(6)-benzylguanine	C064976		COVID-19	MESH:D000086382		AGT	3,81	1
Raclopride	D020891	84225-95-6	COVID-19	MESH:D000086382		AGT	3,81	1
sephadex	C025614	9014-76-0	COVID-19	MESH:D000086382		TNF	3,81	1
sinomenine	C009271	115-53-7	COVID-19	MESH:D000086382		TNF	3,81	1
thunberginol B	C079056	147666-81-7	COVID-19	MESH:D000086382		TNF	3,81	1
2,5-dimethylcelecoxib	C506698		COVID-19	MESH:D000086382		IL6	3,80	4
BXL628	C487049		COVID-19	MESH:D000086382		CXCL8	3,80	1
Canertinib	C420268	289499-45-2	COVID-19	MESH:D000086382		CXCL8	3,80	1
CPS 49	C494622		COVID-19	MESH:D000086382		IL6	3,80	4
dimethomorph	C076154	110488-70-5	COVID-19	MESH:D000086382		CCL2	3,80	1
nonivamide	C040937	618-92-8	COVID-19	MESH:D000086382		IL6	3,80	4
Omite	C002771	2312-35-8	COVID-19	MESH:D000086382		CCL2	3,80	1
PNU-282987	C498513		COVID-19	MESH:D000086382		IL6	3,80	4
Buspirone	D002065	36505-84-7	COVID-19	MESH:D000086382		TMEM106B|TMPRSS2	3,79	4
folpet	C005020	133-07-3	COVID-19	MESH:D000086382		BSG|CXCL10	3,79	2
gold (III) porphyrin 1a	C508665		COVID-19	MESH:D000086382		CRP	3,79	1
Loperamide	D008139	53179-11-6	COVID-19	MESH:D000086382		IL2	3,79	1
Mibefradil	D020748	116644-53-2	COVID-19	MESH:D000086382		AGT	3,79	1
Acetyl Coenzyme A	D000105	72-89-9	COVID-19	MESH:D000086382		IL1B	3,78	1
Butylhydroxybutylnitrosamine	D002085	3817-11-6	COVID-19	MESH:D000086382		IL2	3,78	1
Carbamazepine	D002220	298-46-4	COVID-19	MESH:D000086382		CXCL8|IL1B|IL2|IL6|TMPRSS2|TNF	3,78	8
diniconazole	C049346	76714-88-0	COVID-19	MESH:D000086382		CCL2	3,78	1
Guanosine Triphosphate	D006160	86-01-1	COVID-19	MESH:D000086382		AGT	3,78	1
norcantharidin	C069741		COVID-19	MESH:D000086382		IL2	3,78	1
SR 48968	C073839		COVID-19	MESH:D000086382		IL1B	3,78	1
Sucralfate	D013392	54182-58-0	COVID-19	MESH:D000086382		IL1B	3,78	1
xanthatin	C022186	26791-73-1	COVID-19	MESH:D000086382		IL1B	3,78	1
corannulene	C434863		COVID-19	MESH:D000086382		CXCL10	3,77	1
SB 239063	C406525		COVID-19	MESH:D000086382		CXCL8	3,77	1
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea	C557705		COVID-19	MESH:D000086382		IL6	3,76	4
2,3,5,6-tetrachlorohydroquinone	C044578	87-87-6	COVID-19	MESH:D000086382		TNF	3,76	1
A 192621	C120508		COVID-19	MESH:D000086382		TNF	3,76	1
Antiparkinson Agents	D000978		COVID-19	MESH:D000086382		TNF	3,76	1
benzo(a)pyrene-7,8-dihydrodiol-9,10-epoxide-DNA	C043931		COVID-19	MESH:D000086382		TNF	3,76	1
Benzopyrans	D001578		COVID-19	MESH:D000086382		TNF	3,76	1
Dimethylphenylpiperazinium Iodide	D004246	54-77-3	COVID-19	MESH:D000086382		TNF	3,76	1
Etidronic Acid	D012968	2809-21-4	COVID-19	MESH:D000086382		TNF	3,76	1
furaltadon	C007795		COVID-19	MESH:D000086382		TNF	3,76	1
GSK5182	C583041		COVID-19	MESH:D000086382		IL6	3,76	4
Guanidines	D006146		COVID-19	MESH:D000086382		TNF	3,76	1
ibudilast	C038366	50847-11-5	COVID-19	MESH:D000086382		TNF	3,76	1
LCS101	C000600161		COVID-19	MESH:D000086382		TNF	3,76	1
LG 268	C423914		COVID-19	MESH:D000086382		TNF	3,76	1
lycium barbarum polysaccharide	C500223		COVID-19	MESH:D000086382		TNF	3,76	1
MRK 003	C523799		COVID-19	MESH:D000086382		CCL2|CCL3|IL6	3,76	5
NVP ABE171	C451724		COVID-19	MESH:D000086382		TNF	3,76	1
obacunone glucoside	C411188		COVID-19	MESH:D000086382		IL6	3,76	4
oenothein B	C080077	104987-36-2	COVID-19	MESH:D000086382		TNF	3,76	1
pimaric acid	C008911	127-27-5	COVID-19	MESH:D000086382		TNF	3,76	1
sodium chlorate	C032706	7775-09-9	COVID-19	MESH:D000086382		CCL2	3,76	1
acadesine	C011651	2627-69-2	COVID-19	MESH:D000086382		AGT	3,75	1
Aminosalicylic Acid	D010131	65-49-6	COVID-19	MESH:D000086382		CXCL8	3,75	1
betulin	C002503	473-98-3	COVID-19	MESH:D000086382		IL2	3,75	1
Lipid Peroxides	D008054		COVID-19	MESH:D000086382		AGT	3,75	1
nordy	C510003		COVID-19	MESH:D000086382		CXCL8	3,75	1
Phenformin	D010629	114-86-3	COVID-19	MESH:D000086382		CCL2|CXCL10	3,75	1
tallow	C013698	61789-97-7	COVID-19	MESH:D000086382		TMEM106B	3,75	1
calmidazolium	C031938		COVID-19	MESH:D000086382		IL1B	3,74	1
mofezolac	C054999	78967-07-4	COVID-19	MESH:D000086382		IL1B	3,74	1
quinoxyfen	C470613		COVID-19	MESH:D000086382		CCL2	3,74	1
resmethrin	C100036		COVID-19	MESH:D000086382		CCL2	3,74	1
retinol palmitate	C014794	79-81-2	COVID-19	MESH:D000086382		IL10	3,74	2
tetrahydrocannabivarin 9	C003403	28172-17-0	COVID-19	MESH:D000086382		IL1B	3,74	1
2,2',4,6,6'-pentachlorobiphenyl	C417207		COVID-19	MESH:D000086382		CXCL8	3,73	1
Methapyrilene	D008701	91-80-5	COVID-19	MESH:D000086382		BTK|CCL2|CXCL10|IL10|IL1B|IL6|IL7|TMEM106B	3,73	7
Sunitinib	D000077210		COVID-19	MESH:D000086382		ACE2|AGT|BTK|CCL2|CXCL8|IL10|IL1B|IL6|LZTFL1|TNF|UGCG	3,73	25
TAC 101	C112689		COVID-19	MESH:D000086382		CXCL8	3,73	1
Triprolidine	D014311	486-12-4	COVID-19	MESH:D000086382		CXCL8	3,73	1
AGN 193109	C096920		COVID-19	MESH:D000086382		AGT	3,72	1
BCG Vaccine	D001500		COVID-19	MESH:D000086382		IL6	3,72	4
Cefepime	D000077723	88040-23-7	COVID-19	MESH:D000086382		AGT	3,72	1
glycidamide	C071834		COVID-19	MESH:D000086382		TMPRSS2	3,72	3
obacunone	C067207	751-03-1	COVID-19	MESH:D000086382		IL6	3,72	4
Oxycodone	D010098	76-42-6	COVID-19	MESH:D000086382		HCK	3,72	1
pyridoxal phosphate-6-azophenyl-2',4'-disulfonic acid	C077792	149017-66-3	COVID-19	MESH:D000086382		IL6	3,72	4
1,1-bis(3'-indolyl)-1-(4-trifluoromethylphenyl)methane	C492909		COVID-19	MESH:D000086382		TNF	3,71	1
1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol	C435044		COVID-19	MESH:D000086382		IL1B	3,71	1
2,4-dihydroxy-N-(4-hydroxyphenyl)benzamide	C585912		COVID-19	MESH:D000086382		TNF	3,71	1
25-methoxyldammarane-3,12,20-triol	C557882		COVID-19	MESH:D000086382		TNF	3,71	1
allylpyrocatechol	C523074		COVID-19	MESH:D000086382		TNF	3,71	1
CA 074 methyl ester	C400541		COVID-19	MESH:D000086382		IL1B	3,71	1
gentiopicroside	C012997	20831-76-9	COVID-19	MESH:D000086382		TNF	3,71	1
GSK2141795	C000595149		COVID-19	MESH:D000086382		TNF	3,71	1
KMUP 1	C439304		COVID-19	MESH:D000086382		TNF	3,71	1
phenylbenzoquinone	C029322	363-03-1	COVID-19	MESH:D000086382		IL1B	3,71	1
Pyruvates	D011773		COVID-19	MESH:D000086382		TNF	3,71	1
quercetin 3'-sulfate	C531389		COVID-19	MESH:D000086382		TNF	3,71	1
Spider Venoms	D013111		COVID-19	MESH:D000086382		IL1B	3,71	1
2,5,2',5'-tetrachlorobiphenyl	C009407	35693-99-3	COVID-19	MESH:D000086382		CCL2|IL2|IL2RA|IL7|TMPRSS2	3,70	6
Coffee	D003069		COVID-19	MESH:D000086382		IL10	3,70	2
N-nitrosodiethanolamine	C014129	1116-54-7	COVID-19	MESH:D000086382		UGCG	3,70	1
Sesame Oil	D012715	8008-74-0	COVID-19	MESH:D000086382		AGT|IL6|TNF	3,70	6
3-(4-(4-((1-(2-chlorophenyl)ethoxy)carbonyl amino)-3-methyl-5-isoxazolyl) benzylsulfanyl) propanoic acid	C477898		COVID-19	MESH:D000086382		IL6	3,69	4
bioallethrin	C018465	28434-00-6	COVID-19	MESH:D000086382		CCL2	3,69	1
FLLL 32	C548902		COVID-19	MESH:D000086382		IL6	3,69	4
ginsenoside Rh2	C055305	78214-33-2	COVID-19	MESH:D000086382		IL6	3,69	4
sodium sulfide	C033479	1313-82-2	COVID-19	MESH:D000086382		IL6	3,69	4
4-(3-(2-propyl-3-hydroxy-4-acetyl)phenoxy)propyloxyphenoxy acetic acid	C520164		COVID-19	MESH:D000086382		CCL2	3,68	1
manidipine	C054218	89226-50-6	COVID-19	MESH:D000086382		CCL2	3,68	1
Matrix Metalloproteinase Inhibitors	D061965		COVID-19	MESH:D000086382		IL1B	3,68	1
monorden	C035359	12772-57-5	COVID-19	MESH:D000086382		IL1B	3,68	1
Pindolol	D010869	13523-86-9	COVID-19	MESH:D000086382		AGT	3,68	1
1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid	C025603	85233-19-8	COVID-19	MESH:D000086382		AGT	3,67	1
3-(indol-3-yl)propionic acid	C095446		COVID-19	MESH:D000086382		TNF	3,67	1
5-hydroxydecanoic acid	C052853	624-00-0	COVID-19	MESH:D000086382		TNF	3,67	1
((5Z)5-(1,3-benzodioxol-5-yl)methylene-2-phenylamino-3,5-dihydro-4H-imidazol-4-one)	C578491		COVID-19	MESH:D000086382		TNF	3,67	1
Aldrin	D000452	309-00-2	COVID-19	MESH:D000086382		BSG	3,67	1
Bacterial Toxins	D001427		COVID-19	MESH:D000086382		TNF	3,67	1
calycopterin	C533734		COVID-19	MESH:D000086382		TNF	3,67	1
cholix toxin, Vibrio cholerae	C529269		COVID-19	MESH:D000086382		TNF	3,67	1
cicaprost	C043867	95722-07-9	COVID-19	MESH:D000086382		TNF	3,67	1
cudratricusxanthone A	C533013		COVID-19	MESH:D000086382		TNF	3,67	1
dioxinodehydroeckol	C550453		COVID-19	MESH:D000086382		TNF	3,67	1
fumaric acid	C032005	110-17-8	COVID-19	MESH:D000086382		TNF	3,67	1
glucosamine 6-phosphate	C001293	3616-42-0	COVID-19	MESH:D000086382		TNF	3,67	1
methysticin	C076881	495-85-2	COVID-19	MESH:D000086382		TNF	3,67	1
Miransertib	C000608559		COVID-19	MESH:D000086382		TNF	3,67	1
Pyridoxamine	D011733	85-87-0	COVID-19	MESH:D000086382		TNF	3,67	1
Zineb	D015038	12122-67-7	COVID-19	MESH:D000086382		TNF	3,67	1
zirconium oxide	C028541	1314-23-4	COVID-19	MESH:D000086382		TNF	3,67	1
1,2-Dimethylhydrazine	D019813	540-73-8	COVID-19	MESH:D000086382		ACE2|BSG|BTK|CCL2|CXCL10|HCK|IL10|IL1B|IL2|IL6|IL7|LZTFL1|TMEM106B|TMPRSS4|TNF|UGCG	3,66	27
